Linux 2.6.18-426.el5 (rhel5.example.com) 	10/01/18
22:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23:00:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23:10:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23:20:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23:30:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23:40:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
23:50:01         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
Average:         0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00

00:00:01     pgpgin/s pgpgout/s   fault/s  majflt/s
00:10:01         0.00     25.42    237.42      0.00
00:20:01         0.00     26.45    256.86      0.00
00:30:01         0.00     23.98    228.42      0.00
00:40:01         0.00     26.75    228.83      0.00
00:50:01         0.00     33.38    266.66      0.00
01:00:01         0.00     29.77    478.83      0.00
01:10:01         0.00     23.89    236.15      0.00
01:20:01         0.00     28.61    257.09      0.00
01:30:01         0.00     21.49    226.73      0.00
01:40:01         0.00     25.04    229.46      0.00
01:50:01         0.00     27.12    267.04      0.00
02:00:01         0.00     28.12    488.47      0.00
02:10:01         0.00     21.28    238.01      0.00
02:20:01         0.00     24.21    256.63      0.00
02:30:01         0.00     26.18    228.01      0.00
02:40:01         0.00     20.24    228.53      0.00
02:50:01         0.00     29.15    265.30      0.00
03:00:01         0.00     27.21    480.25      0.00
03:10:01         0.00     23.61    249.52      0.00
03:20:01         0.00     21.52    256.87      0.00
03:30:01         0.00     19.98    228.63      0.00
03:40:01         0.00     22.20    227.92      0.00
03:50:01         0.00     35.16    266.96      0.00
04:00:01         0.00     27.89    478.03      0.00
04:10:01         0.00     76.88    660.63      0.00
04:20:01         0.00     26.01    256.78      0.00
04:30:01         0.00     23.28    228.46      0.00
04:40:01         0.00     21.52    226.46      0.00
04:50:01         0.00     28.15    268.27      0.00
05:00:01         0.00     32.25    478.37      0.00
05:10:01         0.00     24.23    236.38      0.00
05:20:01         0.00     26.24    257.87      0.00
05:30:01         0.00     22.42    227.83      0.00
05:40:01         0.00     23.95    228.01      0.00
05:50:01         0.00     29.61    267.13      0.00
06:00:01         0.00     31.66    490.03      0.00
06:10:01         0.00     24.71    236.15      0.00
06:20:01         0.00     27.09    257.29      0.00
06:30:01         0.00     24.27    228.05      0.00
06:40:01         0.00     26.40    228.39      0.00
06:50:01         0.00     30.43    266.80      0.00
07:00:01         0.00     32.09    477.74      0.00
07:10:01         0.00     28.51    236.57      0.00
07:20:01         0.00     32.00    256.54      0.00
07:30:01         0.00     27.65    228.39      0.00
07:40:01         0.00     24.28    226.73      0.00
07:50:01         0.00     28.31    268.11      0.00
08:00:01         0.00     31.86    477.37      0.00
08:10:01         0.00     22.14    237.88      0.00
08:20:02         0.00     29.03    256.53      0.00
08:30:01         0.00     20.39    228.53      0.00
08:40:01         0.00     19.92    228.08      0.00
08:50:01         0.00     26.96    267.19      0.00
09:00:01         0.00     30.45    477.36      0.00
09:10:01         0.00     22.05    236.38      0.00
09:20:01         0.00     23.73    257.45      0.00
09:30:01         0.00     18.88    227.61      0.00
09:40:01         0.00     21.58    228.70      0.00
09:50:01         0.00     27.45    266.73      0.00
10:00:01         0.00     34.76    489.97      0.00
10:10:01         0.00     26.94    236.55      0.00
10:20:01         0.00     24.71    257.41      0.00
10:30:01         0.00     21.27    227.69      0.00
10:40:01         0.00     21.47    228.61      0.00
10:50:01         0.00     30.51    266.79      0.00
11:00:01         0.00     31.28    478.54      0.00
11:10:01         0.00     28.75    236.27      0.00
11:20:01         0.00     24.70    257.14      0.00
11:30:01         0.00     21.26    226.43      0.00
11:40:01         0.00     25.22    229.92      0.00
11:50:01         0.00     30.90    266.83      0.00
12:00:01         0.00     31.16    477.31      0.00
12:10:01         0.00     25.27    236.51      0.00
12:20:01         0.00     29.74    256.94      0.00
12:30:01         0.00     23.96    228.16      0.00
12:40:01         0.00     24.06    228.31      0.00
12:50:01         0.00     29.63    266.67      0.00
13:00:01         0.00     29.52    476.45      0.00
13:10:01         0.00     26.02    239.43      0.00
13:20:01         0.00     31.57    256.64      0.00
13:30:01         0.00     29.53    478.88      0.00
13:40:01         0.00     20.77    227.97      0.00
13:50:01         0.00     28.06    266.91      0.00
14:00:01         0.00     31.30    490.90      0.00
14:10:01         0.00     33.75    236.19      0.00
14:20:01         0.00     24.95    257.62      0.00
14:30:01         0.00     21.45    228.21      0.00
14:40:01         0.00     23.32    228.17      0.00
14:50:01         0.00     29.13    289.51      0.00
15:00:01         0.00     30.07    478.11      0.00
15:10:01         0.19    361.76   3350.85      0.00
15:20:01         0.00     27.69    257.30      0.00
15:30:01         0.00     21.07    228.17      0.00
15:40:01         0.00     23.43    227.09      0.00
15:50:01         0.00     29.73    268.25      0.00
16:00:01         0.00     30.71    478.03      0.00
16:10:01         0.00     23.95    236.33      0.00
16:20:01         0.00     31.80    256.82      0.00
16:30:01         0.00     27.83    228.15      0.00
16:40:01         0.00     24.04    228.49      0.00
16:50:01         0.00     29.12    266.79      0.00
17:00:01         0.00     33.20    479.05      0.00
17:10:01         0.00     26.31    234.67      0.00
17:20:01         0.00     28.10    258.27      0.00
17:30:01         0.00     22.37    226.85      0.00
17:40:01         0.00     25.07    229.71      0.00
17:50:01         0.00     31.97    267.74      0.00
18:00:01         0.00     33.47    492.40      0.00
18:10:01         0.00     25.07    237.57      0.00
18:20:01         0.00     27.87    258.78      0.00
18:30:01         0.00     22.52    229.59      0.00
18:40:01         0.00     24.79    228.36      0.00
18:50:01         0.00     32.77    269.48      0.00
19:00:01         0.00     35.29    484.59      0.00
19:10:01         0.00     26.44    237.12      0.00
19:20:01         0.00     26.51    255.19      0.00
19:30:01         0.00     22.52    229.12      0.00
19:40:01         0.00     29.63    228.89      0.00
19:50:01         0.00     28.61    266.69      0.00
20:00:01         0.00     27.62    477.89      0.00
20:10:01         0.00     23.85    236.49      0.00
20:20:01         0.00     23.29    254.95      0.00
20:30:01         0.00     22.07    228.76      0.00
20:40:01         0.00     24.47    229.87      0.00
20:50:01         0.00     29.69    264.40      0.00
21:00:01         0.00     27.35    480.98      0.00
21:10:01         0.00     22.41    235.99      0.00
21:20:01         0.00     27.11    257.24      0.00
21:30:01         0.00     20.66    228.19      0.00
21:40:01         0.00     23.55    226.49      0.00
21:50:01         0.00     28.54    268.63      0.00
22:00:01         0.00     34.41    490.29      0.00
22:10:01         0.00     23.94    236.53      0.00
22:20:01         0.00     25.59    256.81      0.00
22:30:01         0.00     22.42    226.48      0.00
22:40:01         0.00     21.87    228.63      0.00
22:50:01         0.00     27.62    266.59      0.00
23:00:01         0.00     31.14    479.37      0.00
23:10:01         0.00     26.03    235.31      0.00
23:20:01         0.00     27.91    258.09      0.00
23:30:01         0.00     22.75    227.65      0.00
23:40:01         0.00     24.02    228.16      0.00
23:50:01         0.00     29.72    265.72      0.00
Average:         0.00     29.24    308.50      0.00

00:00:01    kbmemfree kbmemused  %memused kbbuffers  kbcached kbswpfree kbswpused  %swpused  kbswpcad
00:10:01       286836   3754904     92.90    393804   2442272  16386292         0      0.00         0
00:20:01       281752   3759988     93.03    393812   2446948  16386292         0      0.00         0
00:30:01       277032   3764708     93.15    393816   2451660  16386292         0      0.00         0
00:40:01       274304   3767436     93.21    393820   2453104  16386292         0      0.00         0
00:50:01       266112   3775628     93.42    393828   2460696  16386292         0      0.00         0
01:00:01       262164   3779576     93.51    393832   2465556  16386292         0      0.00         0
01:10:01       256940   3784800     93.64    393836   2470944  16386292         0      0.00         0
01:20:01       247268   3794472     93.88    393844   2478284  16386292         0      0.00         0
01:30:01       244804   3796936     93.94    393848   2482708  16386292         0      0.00         0
01:40:01       237984   3803756     94.11    393848   2488884  16386292         0      0.00         0
01:50:01       233892   3807848     94.21    393852   2493796  16386292         0      0.00         0
02:00:01       231660   3810080     94.27    393852   2497052  16386292         0      0.00         0
02:10:01       228624   3813116     94.34    393856   2500388  16386292         0      0.00         0
02:20:01       223100   3818640     94.48    393860   2504988  16386292         0      0.00         0
02:30:01       215048   3826692     94.68    393864   2511972  16386292         0      0.00         0
02:40:01       213312   3828428     94.72    393864   2515392  16386292         0      0.00         0
02:50:01       206756   3834984     94.88    393868   2521404  16386292         0      0.00         0
03:00:01       203516   3838224     94.96    393872   2525188  16386292         0      0.00         0
03:10:01       199548   3842192     95.06    393876   2529120  16386292         0      0.00         0
03:20:01       196504   3845236     95.14    393880   2532344  16386292         0      0.00         0
03:30:01       193412   3848328     95.21    393880   2535388  16386292         0      0.00         0
03:40:01       188764   3852976     95.33    393884   2539684  16386292         0      0.00         0
03:50:01       177720   3864020     95.60    393892   2548392  16386292         0      0.00         0
04:00:01       175372   3866368     95.66    393896   2552380  16386292         0      0.00         0
04:10:01       171776   3869964     95.75    393960   2557032  16386292         0      0.00         0
04:20:01       167312   3874428     95.86    393968   2561612  16386292         0      0.00         0
04:30:01       162972   3878768     95.97    393972   2566228  16386292         0      0.00         0
04:40:01       163532   3878208     95.95    393976   2565192  16386292         0      0.00         0
04:50:01       158200   3883540     96.09    393984   2570376  16386292         0      0.00         0
05:00:01       151692   3890048     96.25    393988   2576612  16386292         0      0.00         0
05:10:01       146980   3894760     96.36    393992   2581544  16386292         0      0.00         0
05:20:01       142516   3899224     96.47    393996   2586244  16386292         0      0.00         0
05:30:01       138240   3903500     96.58    394000   2590668  16386292         0      0.00         0
05:40:01       133396   3908344     96.70    394004   2595528  16386292         0      0.00         0
05:50:01       127576   3914164     96.84    394016   2601132  16386292         0      0.00         0
06:00:01       128072   3913668     96.83    394020   2600364  16386292         0      0.00         0
06:10:01       123608   3918132     96.94    394028   2605144  16386292         0      0.00         0
06:20:01       118772   3922968     97.06    394032   2610020  16386292         0      0.00         0
06:30:01       113504   3928236     97.19    394036   2614940  16386292         0      0.00         0
06:40:01       105880   3935860     97.38    394040   2621288  16386292         0      0.00         0
06:50:01       100300   3941440     97.52    394040   2627204  16386292         0      0.00         0
07:00:01        95216   3946524     97.64    394044   2632636  16386292         0      0.00         0
07:10:01        86412   3955328     97.86    394052   2640068  16386292         0      0.00         0
07:20:01       792832   3248908     80.38    394052   1932188  16386292         0      0.00         0
07:30:01       784596   3257144     80.59    394064   1940016  16386292         0      0.00         0
07:40:01       779388   3262352     80.72    394076   1945808  16386292         0      0.00         0
07:50:01       775916   3265824     80.80    394088   1951080  16386292         0      0.00         0
08:00:01       768848   3272892     80.98    394096   1957580  16386292         0      0.00         0
08:10:01       764624   3277116     81.08    394096   1961612  16386292         0      0.00         0
08:20:02       756008   3285732     81.29    394100   1968704  16386292         0      0.00         0
08:30:01       755148   3286592     81.32    394104   1972132  16386292         0      0.00         0
08:40:01       752668   3289072     81.38    394108   1975644  16386292         0      0.00         0
08:50:01       752972   3288768     81.37    394112   1975036  16386292         0      0.00         0
09:00:01       746532   3295208     81.53    394120   1981276  16386292         0      0.00         0
09:10:01       741016   3300724     81.67    394120   1985896  16386292         0      0.00         0
09:20:01       736676   3305064     81.77    394124   1990100  16386292         0      0.00         0
09:30:01       735436   3306304     81.80    394124   1993340  16386292         0      0.00         0
09:40:01       731212   3310528     81.91    394128   1997492  16386292         0      0.00         0
09:50:01       725764   3315976     82.04    394132   2002260  16386292         0      0.00         0
10:00:01       717024   3324716     82.26    394136   2009112  16386292         0      0.00         0
10:10:01       710824   3330916     82.41    394144   2015868  16386292         0      0.00         0
10:20:01       706664   3335076     82.52    394148   2020356  16386292         0      0.00         0
10:30:01       703936   3337804     82.58    394148   2024080  16386292         0      0.00         0
10:40:01       699852   3341888     82.68    394152   2028208  16386292         0      0.00         0
10:50:01       692280   3349460     82.87    394160   2034680  16386292         0      0.00         0
11:00:01       686584   3355156     83.01    394164   2040452  16386292         0      0.00         0
11:10:01       677532   3364208     83.24    394172   2047916  16386292         0      0.00         0
11:20:01       674496   3367244     83.31    394184   2052332  16386292         0      0.00         0
11:30:01       676668   3365072     83.26    394184   2050912  16386292         0      0.00         0
11:40:01       671204   3370536     83.39    394188   2055724  16386292         0      0.00         0
11:50:01       665012   3376728     83.55    394196   2061724  16386292         0      0.00         0
12:00:01       660672   3381068     83.65    394200   2066720  16386292         0      0.00         0
12:10:01       655340   3386400     83.79    394204   2071704  16386292         0      0.00         0
12:20:01       647404   3394336     83.98    394216   2078528  16386292         0      0.00         0
12:30:01       643004   3398736     84.09    394220   2083036  16386292         0      0.00         0
12:40:01       644368   3397372     84.06    394228   2082888  16386292         0      0.00         0
12:50:01       639152   3402588     84.19    394232   2088064  16386292         0      0.00         0
13:00:01       634388   3407352     84.30    394240   2093064  16386292         0      0.00         0
13:10:01       627312   3414428     84.48    394244   2099240  16386292         0      0.00         0
13:20:01       615540   3426200     84.77    394252   2108212  16386292         0      0.00         0
13:30:01       617400   3424340     84.72    394256   2108064  16386292         0      0.00         0
13:40:01       614488   3427252     84.80    394260   2112092  16386292         0      0.00         0
13:50:01       609404   3432336     84.92    394264   2117232  16386292         0      0.00         0
14:00:01       604940   3436800     85.03    394276   2121820  16386292         0      0.00         0
14:10:01       590928   3450812     85.38    394284   2132736  16386292         0      0.00         0
14:20:01       587892   3453848     85.45    394288   2137272  16386292         0      0.00         0
14:30:01       585660   3456080     85.51    394292   2141016  16386292         0      0.00         0
14:40:01       580452   3461288     85.64    394296   2146208  16386292         0      0.00         0
14:50:01       569432   3472308     85.91    394300   2150752  16386292         0      0.00         0
15:00:01       563968   3477772     86.05    394308   2156196  16386292         0      0.00         0
15:10:01       532600   3509140     86.82    394388   2180904  16386292         0      0.00         0
15:20:01       531236   3510504     86.86    394392   2186980  16386292         0      0.00         0
15:30:01       528880   3512860     86.91    394396   2190976  16386292         0      0.00         0
15:40:01       524232   3517508     87.03    394400   2195588  16386292         0      0.00         0
15:50:01       518528   3523212     87.17    394404   2201232  16386292         0      0.00         0
16:00:01       513268   3528472     87.30    394408   2206196  16386292         0      0.00         0
16:10:01       509036   3532704     87.41    394420   2210776  16386292         0      0.00         0
16:20:01       499496   3542244     87.64    394428   2218688  16386292         0      0.00         0
16:30:01       492436   3549304     87.82    394436   2225692  16386292         0      0.00         0
16:40:01       488592   3553148     87.91    394440   2230520  16386292         0      0.00         0
16:50:01       488956   3552784     87.90    394448   2230896  16386292         0      0.00         0
17:00:01       482144   3559596     88.07    394456   2236832  16386292         0      0.00         0
17:10:01       476444   3565296     88.21    394460   2242512  16386292         0      0.00         0
17:20:01       471352   3570388     88.34    394460   2247576  16386292         0      0.00         0
17:30:01       468252   3573488     88.41    394464   2251516  16386292         0      0.00         0
17:40:01       463292   3578448     88.54    394468   2256608  16386292         0      0.00         0
17:50:01       456728   3585012     88.70    394472   2262544  16386292         0      0.00         0
18:00:01       452512   3589228     88.80    394480   2267092  16386292         0      0.00         0
18:10:01       452576   3589164     88.80    394484   2267152  16386292         0      0.00         0
18:20:01       446856   3594884     88.94    394488   2272680  16386292         0      0.00         0
18:30:01       442596   3599144     89.05    394492   2277028  16386292         0      0.00         0
18:40:01       441736   3600004     89.07    394496   2282584  16386292         0      0.00         0
18:50:01       433304   3608436     89.28    394504   2289772  16386292         0      0.00         0
19:00:01       425624   3616116     89.47    394512   2297028  16386292         0      0.00         0
19:10:01       421068   3620672     89.58    394516   2303656  16386292         0      0.00         0
19:20:01       414992   3626748     89.73    394524   2309776  16386292         0      0.00         0
19:30:01       410840   3630900     89.84    394528   2314464  16386292         0      0.00         0
19:40:01       398124   3643616     90.15    394536   2323716  16386292         0      0.00         0
19:50:01       394164   3647576     90.25    394540   2329516  16386292         0      0.00         0
20:00:01       391188   3650552     90.32    394552   2333872  16386292         0      0.00         0
20:10:01       386468   3655272     90.44    394556   2338768  16386292         0      0.00         0
20:20:01       382880   3658860     90.53    394560   2342896  16386292         0      0.00         0
20:30:01       378604   3663136     90.63    394564   2347336  16386292         0      0.00         0
20:40:01       372652   3669088     90.78    394572   2352732  16386292         0      0.00         0
20:50:01       363724   3678016     91.00    394576   2359764  16386292         0      0.00         0
21:00:01       361740   3680000     91.05    394580   2363628  16386292         0      0.00         0
21:10:01       363044   3678696     91.02    394588   2362680  16386292         0      0.00         0
21:20:01       354728   3687012     91.22    394596   2368756  16386292         0      0.00         0
21:30:01       353992   3687748     91.24    394596   2371944  16386292         0      0.00         0
21:40:01       349280   3692460     91.36    394604   2376672  16386292         0      0.00         0
21:50:01       344128   3697612     91.49    394608   2381796  16386292         0      0.00         0
22:00:01       337068   3704672     91.66    394612   2387812  16386292         0      0.00         0
22:10:01       333464   3708276     91.75    394616   2392092  16386292         0      0.00         0
22:20:01       329320   3712420     91.85    394620   2396384  16386292         0      0.00         0
22:30:01       325476   3716264     91.95    394624   2400476  16386292         0      0.00         0
22:40:01       321756   3719984     92.04    394628   2404276  16386292         0      0.00         0
22:50:01       316920   3724820     92.16    394632   2409008  16386292         0      0.00         0
23:00:01       311836   3729904     92.28    394632   2413764  16386292         0      0.00         0
23:10:01       306692   3735048     92.41    394636   2418780  16386292         0      0.00         0
23:20:01       301600   3740140     92.54    394648   2424044  16386292         0      0.00         0
23:30:01       297952   3743788     92.63    394652   2427960  16386292         0      0.00         0
23:40:01       298324   3743416     92.62    394660   2427396  16386292         0      0.00         0
23:50:01       292992   3748748     92.75    394664   2432788  16386292         0      0.00         0
Average:       432780   3608960     89.29    394232   2292761  16386292         0      0.00         0

00:00:01    dentunusd   file-sz  inode-sz  super-sz %super-sz  dquot-sz %dquot-sz  rtsig-sz %rtsig-sz
00:10:01      2053296      1020    282762         0      0.00         0      0.00         0      0.00
00:20:01      2053380      1530    282768         0      0.00         0      0.00         0      0.00
00:30:01      2053466      1020    282769         0      0.00         0      0.00         0      0.00
00:40:01      2053533      1020    282765         0      0.00         0      0.00         0      0.00
00:50:01      2053598      1530    282769         0      0.00         0      0.00         0      0.00
01:00:01      2053658      1530    282761         0      0.00         0      0.00         0      0.00
01:10:01      2053723      1020    282765         0      0.00         0      0.00         0      0.00
01:20:01      2053811      1530    282769         0      0.00         0      0.00         0      0.00
01:30:01      2053870      1530    282760         0      0.00         0      0.00         0      0.00
01:40:01      2053936      1020    282772         0      0.00         0      0.00         0      0.00
01:50:01      2053996      1020    282761         0      0.00         0      0.00         0      0.00
02:00:01      2054102      1020    282761         0      0.00         0      0.00         0      0.00
02:10:01      2054187      1020    282769         0      0.00         0      0.00         0      0.00
02:20:01      2054253      1020    282761         0      0.00         0      0.00         0      0.00
02:30:01      2054340      1020    282767         0      0.00         0      0.00         0      0.00
02:40:01      2054446      1020    282765         0      0.00         0      0.00         0      0.00
02:50:01      2054551      1020    282761         0      0.00         0      0.00         0      0.00
03:00:01      2054618      1530    282761         0      0.00         0      0.00         0      0.00
03:10:01      2054683      1530    282765         0      0.00         0      0.00         0      0.00
03:20:01      2054764      1530    282765         0      0.00         0      0.00         0      0.00
03:30:01      2054853      1530    282769         0      0.00         0      0.00         0      0.00
03:40:01      2054936      1020    282761         0      0.00         0      0.00         0      0.00
03:50:01      2055002      1530    282761         0      0.00         0      0.00         0      0.00
04:00:01      2055087      1530    282769         0      0.00         0      0.00         0      0.00
04:10:01      2055152      1530    282763         0      0.00         0      0.00         0      0.00
04:20:01      2055219      1020    282771         0      0.00         0      0.00         0      0.00
04:30:01      2055285      1530    282767         0      0.00         0      0.00         0      0.00
04:40:01      2055346      1530    282764         0      0.00         0      0.00         0      0.00
04:50:01      2055414      1530    282772         0      0.00         0      0.00         0      0.00
05:00:01      2055475      1020    282764         0      0.00         0      0.00         0      0.00
05:10:01      2055541      1020    282767         0      0.00         0      0.00         0      0.00
05:20:01      2055605      1020    282771         0      0.00         0      0.00         0      0.00
05:30:01      2055669      1530    282767         0      0.00         0      0.00         0      0.00
05:40:01      2055731      1020    282763         0      0.00         0      0.00         0      0.00
05:50:01      2055797      1020    282772         0      0.00         0      0.00         0      0.00
06:00:01      2055881      1530    282769         0      0.00         0      0.00         0      0.00
06:10:01      2055943      1020    282763         0      0.00         0      0.00         0      0.00
06:20:01      2056030      1530    282771         0      0.00         0      0.00         0      0.00
06:30:01      2056091      1530    282769         0      0.00         0      0.00         0      0.00
06:40:01      2056175      1530    282763         0      0.00         0      0.00         0      0.00
06:50:01      2056282      1020    282767         0      0.00         0      0.00         0      0.00
07:00:01      2056345      1020    282767         0      0.00         0      0.00         0      0.00
07:10:01      2056431      1020    282763         0      0.00         0      0.00         0      0.00
07:20:01      2056500      1530    282771         0      0.00         0      0.00         0      0.00
07:30:01      2056564      1020    282767         0      0.00         0      0.00         0      0.00
07:40:01      2056628      1020    282769         0      0.00         0      0.00         0      0.00
07:50:01      2056693      1020    282771         0      0.00         0      0.00         0      0.00
08:00:01      2056777      1020    282771         0      0.00         0      0.00         0      0.00
08:10:01      2056844      1020    282771         0      0.00         0      0.00         0      0.00
08:20:02      2056906      1020    282767         0      0.00         0      0.00         0      0.00
08:30:01      2056967      1530    282763         0      0.00         0      0.00         0      0.00
08:40:01      2057032      1020    282767         0      0.00         0      0.00         0      0.00
08:50:01      2057119      1020    282767         0      0.00         0      0.00         0      0.00
09:00:01      2057180      1020    282761         0      0.00         0      0.00         0      0.00
09:10:01      2057244      1530    282769         0      0.00         0      0.00         0      0.00
09:20:01      2057309      1020    282767         0      0.00         0      0.00         0      0.00
09:30:01      2057371      1020    282761         0      0.00         0      0.00         0      0.00
09:40:01      2057437      1530    282767         0      0.00         0      0.00         0      0.00
09:50:01      2057500      1020    282771         0      0.00         0      0.00         0      0.00
10:00:01      2057561      1020    282764         0      0.00         0      0.00         0      0.00
10:10:01      2057627      1020    282767         0      0.00         0      0.00         0      0.00
10:20:01      2057736      1530    282767         0      0.00         0      0.00         0      0.00
10:30:01      2057818      1020    282761         0      0.00         0      0.00         0      0.00
10:40:01      2057881      1530    282763         0      0.00         0      0.00         0      0.00
10:50:01      2057946      1530    282771         0      0.00         0      0.00         0      0.00
11:00:01      2058030      1530    282763         0      0.00         0      0.00         0      0.00
11:10:01      2058094      1020    282771         0      0.00         0      0.00         0      0.00
11:20:01      2058176      1020    282767         0      0.00         0      0.00         0      0.00
11:30:01      2058259      1020    282764         0      0.00         0      0.00         0      0.00
11:40:01      2058328      1020    282779         0      0.00         0      0.00         0      0.00
11:50:01      2058413      1020    282764         0      0.00         0      0.00         0      0.00
12:00:01      2058475      1530    282761         0      0.00         0      0.00         0      0.00
12:10:01      2058542      1020    282772         0      0.00         0      0.00         0      0.00
12:20:01      2058603      1020    282764         0      0.00         0      0.00         0      0.00
12:30:01      2058689      1530    282765         0      0.00         0      0.00         0      0.00
12:40:01      2058796      1530    282771         0      0.00         0      0.00         0      0.00
12:50:01      2058858      1530    282767         0      0.00         0      0.00         0      0.00
13:00:01      2058917      1530    282763         0      0.00         0      0.00         0      0.00
13:10:01      2058988      1530    282767         0      0.00         0      0.00         0      0.00
13:20:01      2059070      1020    282765         0      0.00         0      0.00         0      0.00
13:30:01      2059156      1020    282771         0      0.00         0      0.00         0      0.00
13:40:01      2059239      1020    282769         0      0.00         0      0.00         0      0.00
13:50:01      2059307      1020    282766         0      0.00         0      0.00         0      0.00
14:00:01      2059372      1020    282770         0      0.00         0      0.00         0      0.00
14:10:01      2059453      1020    282760         0      0.00         0      0.00         0      0.00
14:20:01      2059541      1530    282770         0      0.00         0      0.00         0      0.00
14:30:01      2059603      1020    282762         0      0.00         0      0.00         0      0.00
14:40:01      2059689      1530    282766         0      0.00         0      0.00         0      0.00
14:50:01      2059768      1020    282787         0      0.00         0      0.00         0      0.00
15:00:01      2059841      1020    282794         0      0.00         0      0.00         0      0.00
15:10:01      2059990      1530    282872         0      0.00         0      0.00         0      0.00
15:20:01      2060076      1530    282875         0      0.00         0      0.00         0      0.00
15:30:01      2060142      1530    282879         0      0.00         0      0.00         0      0.00
15:40:01      2060226      1530    282873         0      0.00         0      0.00         0      0.00
15:50:01      2060290      1020    282871         0      0.00         0      0.00         0      0.00
16:00:01      2060357      1020    282879         0      0.00         0      0.00         0      0.00
16:10:01      2060462      1530    282871         0      0.00         0      0.00         0      0.00
16:20:01      2060546      1530    282879         0      0.00         0      0.00         0      0.00
16:30:01      2060609      1020    282875         0      0.00         0      0.00         0      0.00
16:40:01      2060671      1530    282872         0      0.00         0      0.00         0      0.00
16:50:01      2060759      1020    282875         0      0.00         0      0.00         0      0.00
17:00:01      2060823      1530    282875         0      0.00         0      0.00         0      0.00
17:10:01      2060907      1530    282871         0      0.00         0      0.00         0      0.00
17:20:01      2060995      1020    282879         0      0.00         0      0.00         0      0.00
17:30:01      2061058      1530    282871         0      0.00         0      0.00         0      0.00
17:40:01      2061122      1530    282872         0      0.00         0      0.00         0      0.00
17:50:01      2061208      1020    282879         0      0.00         0      0.00         0      0.00
18:00:01      2061271      1530    282879         0      0.00         0      0.00         0      0.00
18:10:01      2061333      1020    282875         0      0.00         0      0.00         0      0.00
18:20:01      2061419      1020    282879         0      0.00         0      0.00         0      0.00
18:30:01      2061504      1020    282871         0      0.00         0      0.00         0      0.00
18:40:01      2061550      1530    282855         0      0.00         0      0.00         0      0.00
18:50:01      2061636      1530    282862         0      0.00         0      0.00         0      0.00
19:00:01      2061701      1530    282854         0      0.00         0      0.00         0      0.00
19:10:01      2061727      1020    282809         0      0.00         0      0.00         0      0.00
19:20:01      2061813      1020    282809         0      0.00         0      0.00         0      0.00
19:30:01      2061875      1020    282811         0      0.00         0      0.00         0      0.00
19:40:01      2061984      1020    282813         0      0.00         0      0.00         0      0.00
19:50:01      2062067      1020    282809         0      0.00         0      0.00         0      0.00
20:00:01      2062131      1020    282807         0      0.00         0      0.00         0      0.00
20:10:01      2062193      1020    282809         0      0.00         0      0.00         0      0.00
20:20:01      2062256      1530    282809         0      0.00         0      0.00         0      0.00
20:30:01      2062341      1530    282809         0      0.00         0      0.00         0      0.00
20:40:01      2062405      1020    282812         0      0.00         0      0.00         0      0.00
20:50:01      2062487      1020    282805         0      0.00         0      0.00         0      0.00
21:00:01      2062573      1020    282809         0      0.00         0      0.00         0      0.00
21:10:01      2062658      1530    282809         0      0.00         0      0.00         0      0.00
21:20:01      2062724      1020    282805         0      0.00         0      0.00         0      0.00
21:30:01      2062808      1530    282813         0      0.00         0      0.00         0      0.00
21:40:01      2062872      1530    282813         0      0.00         0      0.00         0      0.00
21:50:01      2062955      1020    282803         0      0.00         0      0.00         0      0.00
22:00:01      2063022      1530    282809         0      0.00         0      0.00         0      0.00
22:10:01      2063105      1530    282809         0      0.00         0      0.00         0      0.00
22:20:01      2063208      1530    282810         0      0.00         0      0.00         0      0.00
22:30:01      2063312      1020    282809         0      0.00         0      0.00         0      0.00
22:40:01      2063400      1530    282813         0      0.00         0      0.00         0      0.00
22:50:01      2063483      1530    282809         0      0.00         0      0.00         0      0.00
23:00:01      2063546      1530    282810         0      0.00         0      0.00         0      0.00
23:10:01      2063631      1530    282810         0      0.00         0      0.00         0      0.00
23:20:01      2063719      1020    282805         0      0.00         0      0.00         0      0.00
23:30:01      2063802      1020    282809         0      0.00         0      0.00         0      0.00
23:40:01      2063888      1020    282813         0      0.00         0      0.00         0      0.00
23:50:01      2063947      1020    282805         0      0.00         0      0.00         0      0.00
Average:      2058559      1245    282793         0      0.00         0      0.00         0      0.00

00:00:01       totsck    tcpsck    udpsck    rawsck   ip-frag
00:10:01          152        12        13         0         0
00:20:01          154        12        15         0         0
00:30:01          151        12        12         0         0
00:40:01          151        12        12         0         0
00:50:01          151        12        12         0         0
01:00:01          151        12        12         0         0
01:10:01          151        12        12         0         0
01:20:01          151        12        12         0         0
